888434,"
 
 		Online, Summer and Winter Education 
 
 		How to Apply 
 
 		Transferring to KU 
 
 		Guide to Financial Aid 
 
 		Apply for Financial Aid 
 
 		Military Funding and Aid 
 
 		Guide for First Time Students 
 
 		Life at KU 
 
 		Tips for Parents & Families 
 
 		Science, Technology and Math Open House 
 
 		Office of the President 
 
 		Directions to KU 
 
 		Safety and Emergency Information Give to KU"
888498,"fill out online The budget cuts that went into effect on March 1, 2013 have resulted in further changes to TEACH Grant award amounts and loan origination fees. Please visit the grant and loan pages of this site for further information. more information on grants more information on loans  Apply for FAFSA Verification is a federal financial aid requirement in which the Department of Education or the institution selects applicants for a review process of comparing information reported on the FAFSA to specified documents. Federal regulations regarding verification have changed for 2013-2014. You are required to only complete one of the five verification worksheets available as requested by the Student Finance Office. We are also no longer able to accept copies of federal tax returns. Instructions on verification documents, contact information and other requirements are available  NLU?s Chicago campus on South Michigan Avenue occupies?five floors of the historic Peoples Gas Building. This landmark building, across the street from the Art Institute of Chicago and Grant Park, is easily accessible by train, bus and car and is surrounded by restaurants, parking lots/garages and shops. Conveniently located in a fast-growing business district off I-90 and Route 31, NLU Elgin features 10 classrooms with high-tech media equipment; a computer lab with high-speed Internet access; two conference rooms;?and comfortable student lounges. Parking is free at this recently remodeled and upgraded teaching site, which now includes wireless Internet access. Opened in the summer of 2006, NLU North Shore at Skokie is a state-of-the-art modern campus located just off the Edens Expressway near the Old Orchard Shopping Center. The campus includes 44 wireless classrooms equipped with high-tech media equipment; four computer labs with high-speed Internet access, including?a walk-in lab in the?library; six conference rooms; a public caf? for beverages and snacks; a student welcome center; a library for research and study; and multiple, comfortable student lounge areas. Located just minutes from the East-West Tollway (I-88), NLU Lisle features 42 wireless classrooms equipped with high-tech media equipment; four computer labs with high-speed Internet access, including a separate walk-in lab in the library; a caf? for beverages and snacks; a student welcome center; a library for research and study; conference rooms;?and six comfortable student lounge areas with wireless access. Located in one of Chicago's major northwest suburbs, the newly renovated NLU Wheeling includes 20 classrooms with high-tech media equipment, four conference rooms, four computer labs with high-speed Internet access, large student lounge areas with wireless capabilities and interactive video capabilities, and an extensive research library.?The site also houses the university library research collection. Established in 1988 and located in one of the city's major business districts, NLU's Florida Regional Center serves students in 13 counties?in central Florida. In addition to six classrooms, this location features?a conference room, a computer lab with high-speed Internet access, an extensive research library and comfortable student lounges. NLU's Milwaukee campus has a proud history of serving graduate students in education in southeastern Wisconsin. Nearly one in five certified Wisconsin teachers looks to NLU for graduate education programs ? more than any other university in the state. In addition to classrooms with high-tech media equipment, the campus offers a state-of-the-art computer lab with wireless Internet access and an extensive IDS research library.  Student Rights and Information "
888147,"Office of the Provost (Click on the links below for more information) (Click on the links below for more information) Financial Aid Awareness Video (a must see video) Financial Aid Awareness Video (a must see video) The Office of Financial Aid Office works diligently to assist students as they pursue their educational endeavors. Norfolk State University offers a wide variety of financial aid programs, including: scholarships, grants, student employment opportunities and loans. The majority of NSU students receive financial assistance. With expert and proficient Counselors, the Office of Financial Aid plays a pivotal role in students successful financial planning. Important Financial Aid Changes for 2014-2015 Conversations with Financial Aid Officers ?""Stay in the Know"" -- Financial Aid Click here to see our list of changes Tuition and Fees Chart Before you drop a course, find out how it will affect your Satisfactory Academic Progress Important changes to the Federal Direct Student Loan Programs importance of saving compare your options let us show you why Giving to NSU"
888456,"Skip to main content Skip to section navigation Financial Aid Options for full-time undergraduates sample award packages net price calculator Free Application for Federal Student Aid financial aid myths Discover financial aid opportunities available to full-time undergraduate students, including: Majors and Programs Essential Info and FAQs Part-Time and Accelerated Programs Returning to Point Park Directions to Campus Directions to Campus Careers at Point Park"
888155,"LIFE at Pitt Office of Admissions and Financial Aid Who Fits at Pitt Majors and Programs At Home in the City Juniors and Seniors Sophomores and Younger Pitt Reps in Your Area Graduate, Pharmacy, Nondegree, and All Other Applicants Applying for Aid Maximum Value: Tuition and Costs Life at Pitt Outside the Classroom Curriculum Living on Campus Last year, the University of Pittsburgh awarded a total of $297,475,569 in financial aid to undergraduate and graduate students. The University of Pittsburgh admits students with academic and personal promise without regard to ability to pay. Working together with your family, we will find a way to make a Pitt education a reality for you.* Apply to Pitt Free Application for Federal Student Aid Applying for Aid Applying for Aid See how financial aid might affect your cost using the Net Price Calculator. FAFSA on the Web FAFSA on the Web"
888195,"Skip to Utility Navigation Skip to Search Skip to Top Navigation Skip to Left Navigation Skip to Content Skip to Footer Directions to WSSU Apply to WSSU Apply to WSSU Class of 2018 College of Arts and Sciences School of Business and Economics School of Education and Human Performance School of Health Sciences University College and Lifelong Learning Graduate and Professional Programs Center for Excellence in Teaching and Learning - CETL Division of Student Affairs Dean of Students Housing and Residence Life Office of the Provost Office of Sponsored Programs Faculty and Staff Center for Community Safety Center for Mathematics, Science, & Technology Education (CMSTE) Center of Excellence for the Elimination of Health Disparities Small Business and Technology Development Center Teacher Education, Advisement and Partnership Center Apply to WSSU Class of 2018 Office of Financial Aid  Forms and Documents Please submit External Scholarship Documents - letters, checks, and forms - to the WSSU Office of Scholarships and Financial Aid.?Documents may be submitted by mail, email or fax: Whether you are a new or continuing student you need to make sure you know how you will pay for your education each academic year.? Financial Aid may be an important part of paying for your education so it's important that you?familiarize yourself with the Financial Aid process.? ? FAFSA (Free Application for Federal Student Aid) Loan Entrance Counseling and Sign a Promissory Note Title IV form  ?Respond quickly to requests for additional information ?Maintain Your Eligibility for Financial Aid policies and responsibilities ??????Remember to save copies of all documents submitted for your records. Faculty and Staff Directory Faculty and Staff Directory"
88875,"Office of Financial Aid Return Office of Financial Aid Lehigh's Approach to Aid We believe that a Lehigh University education is an attainable goal, no matter your family's financial circumstances. We have a deep and long-standing commitment to need-based financial aid and continually seek new ways to provide access to a Lehigh education for all admitted students."
888429,"Apply today ? College of Arts & Sciences School of Business School of Education School of Osteopathic Medicine College of Pharmacy & Health Sciences Life at Campbell Living on Campus Give today ? Ways to Give Celebrating over ???? Medical students take 1st medical mission trip abroad The district attorney See all news ? See all news ? Business students have best showing at Phi Beta Lambda conference in years Business students have best showing at Phi Beta Lambda conference in years Pine Burr yearbook dedicated to Ronald Maddox Pine Burr yearbook dedicated to Ronald Maddox McNeil-Miller to speak at spring commencement McNeil-Miller to speak at spring commencement Medical, pharmacy schools to host Community Health & Wellness Fair Medical, pharmacy schools to host Community Health & Wellness Fair See all sports ? See all sports ? Bertinotti one stroke off lead at Big South Championship Bertinotti one stroke off lead at Big South Championship Martinet a finalist for NFCA national freshman of the year award Martinet a finalist for NFCA national freshman of the year award Hitch, Dolinar earn Big South weekly honors Hitch, Dolinar earn Big South weekly honors News & Observer: Campbell pitcher stars despite modest fastball News & Observer: Campbell pitcher stars despite modest fastball See all events ? See all events ? School of Medicine Health and Wellness Fair Health and Wellness Fair Graduation: Main Campus Undergraduate and Graduate Degree Candidates Graduation: Main Campus Undergraduate and Graduate Degree Candidates The mission of Campbell University is to graduate students with exemplary academic and professional skills who are prepared for purposeful lives and meaningful service. Read more ? Read more ? Like us on Facebook Tweets by @campbelledu Photo of the Week: The Campbell women?s golf team, which... Photo of the Week: The Campbell women?s golf team, which... #Repost from @matthewrollins7:Didn?t get the memo about... #Repost from @matthewrollins7:Didn?t get the memo about... The Campbell University?s baseball team held its Military... The Campbell University?s baseball team held its Military... In honor of National Library Week, today?s Photo of the... In honor of National Library Week, today?s Photo of the... questioninghuman:We ask the existential questions in Calculus 3.""Why can?t the camel where blue?""... questioninghuman:We ask the existential questions in Calculus 3.""Why can?t the camel where blue?""... Gaylord dropped in on another class today. This time he showed... Gaylord dropped in on another class today. This time he showed... Discover your future in Nursing Accepting Applications for Associate, Bachelor, and Master Degrees ? Accepting Applications for Associate, Bachelor, and Master Degrees ? Life at Campbell Give to Campbell"
888148,Login to myLSU Login to myLSU Types of Aid Types of Aid Steps to Apply Steps to Apply Steps to Receive Steps to Receive Code of Conduct Code of Conduct How to Apply How to Apply Board of Supervisors Scholarship Board of Supervisors Scholarship Child of Deceased Faculty Fee Exemption Child of Deceased Faculty Fee Exemption View all News & Updates View all News & Updates What happens after I complete my FAFSA? When will I find out if I will receive a scholarship? Why isn?t my TOPS award showing on my fee bill? Learn the Lingo Learn the Lingo Learn the Lingo Learn the lingo A check you receive from LSU for any funds remaining in your student account after aid has been disbursed and all balances have been resolved. See entire glossary See entire glossary Return to top of page Return to top of page
888275,"Skip to Main Content Financial Aid and Scholarship Office Division of Student Affairs Division of Student Affairs Types of Aid Types of Aid Cost of Attendance Dependence and Independence Seven Steps to Financial Aid Drug Law Violations and Consequences Student Loan Code of Conduct Tips on Applying Financial Aid and Scholarship Office Give to SJSU Office and phones hours subject to change. Closed weekends and holidays. The Financial Aid and Scholarship Office provides quality educational financing options,
 
                            while delivering consistent, equitable, and timely services to student aid applicants
 
                            at San Jos? State University. In addition to federal and state funding, the Financial
 
                            Aid and Scholarship Office connects students with campus scholarship opportunities
 
                            and other off campus resources.
 
                          tuition payment due dates Seven Steps to Financial Aid Seven Steps to Financial Aid New for 2014-2015 school year: students from middle class families have access to
 
                         FREE financial assistance to help pay for college. California recently enacted a new
 
                         scholarship program, the Middle Class Scholarship. Students with family incomes of
 
                         up to $150,000, may be eligible.
 
                       SJSU Links and Resources Humanities & the Arts"
888243,"Top 12 Things to Know About Hollins At a Glance Information for Visitors Meet the Admission Team Certificate in Children's Book Illustration Refer a Student How to Apply Checklists and Timelines Meet the Admission Team How to Begin Creative Talent and Music Awards Hollins, Virginia, and Federal Grants/Loans Veterans' Educational Benefits at Hollins How to Apply How to Apply How to Apply Certificate in Leadership Studies Gen Ed: Education Through Skills and Perspectives We?re committed to making a Hollins education affordable Our commitment to financial aid shows: Schedule your visit ? Want more information?"
88824,"Office of Student Financial Aid Continuing upperclass students, new transfer students, and graduate students will be awarded financial aid beginning April 28, 2014. Office of Student Financial Aid The Office of Student Financial Aid and Scholarships normally is open to the public between 8:00am?and 5:00pm Monday through Friday. Our client services area has a very knowledgeable staff that can assist students with a variety of questions. If a student has a true financial aid emergency, a counselor is usually available for walk-ins between 8:00am to 12:00pm and 1:00pm to 5:00pm Monday through Friday. During the first week of each semester (summer, fall, and spring), a student can see a financial aid counselor on a walk-in basis. No appointments are necessary during the opening of each semester. Path to Promise Free Application for Federal Student Aid (FAFSA) Completing the FAFSA Cost of Attendance Eligibility for Aid Code of Conduct Plus vs Alternative Loans Completing the FAFSA Cost of Attendance Path to Promise"
888219,"Skip to main content Fresno Pacific University offers a variety of federal, state and private financial aid programs to assist students who would benefit from an education but need financial aid. Such students are encouraged to apply for assistance. More than 97 percent of FPU students receive financial assistance in the form of loans, grants, scholarships and many on-campus employment opportunities. step by step instructions. The benefits to receiving electronic notification are:? Fresno Pacific University names new vice president for finance and business affairs Fresno Pacific University names new vice president for finance and business affairs History Day continues cycle of education History Day continues cycle of education Visit FPU News for more stories Giving to FPU Get to know us Follow FPU on Twitter Find us on Facebook let us know here."
